,e_class,prep_tweet
14054,1,feel disturbed inside
14055,5,insatiable desire plant clean m feel little bit amorous
14056,4,get feeling respect choice make way answering
14057,1,care feel unimportant shit not need anymore
14058,1,feel heartbroken tonight
14059,4,ve feel day feel fucking fantastic today
14060,3,start feel bit strange
14061,2,feel happily rebellious
14062,1,feel extremely homesick day
14063,1,relationship trust
14064,1,feel humiliate mistress watch mince bed wear frilly pink bloomer pink babydoll
14065,4,take mini break post pic feel inspire lately
14066,5,m excited thinking hot man sweet little pussy make feel naughty naught little girl hehehehehe
14067,0,feel like way m probably put vulnerable position push limit
14068,1,feel lousy feel little normal bring small thing focus wonderful
14069,1,tired feel unloved broken think maybe way
14070,1,barely maintain long distance relationship m invest feel shitty
14071,4,feel hopeful take important action necessary important change actually effective change soon
14072,1,feel emotional try strong matter instinct right okay
14073,1,don t know suicide attempt accomplish feel ashamed embarrassed stupid
14074,4,m chuffed feel fab straight away
14075,1,feel low nice hold cry
14076,3,not watch lot turn tv feel stunned
14077,5,m feel generous psychotic
14078,3,feel like ve impress lot scientist ability quickly pick skill expect tech
14079,1,feel bad school
14080,1,feel little disheartened not think feel bad maybe
14081,5,feel like pretty supportive
14082,2,feel fuck thing happen
14083,1,feel fucking tragic
14084,4,good selling novel feel joyful alive m write write
14085,2,feel control petty dissatisfaction try act think feel positive life
14086,1,feel like ungrateful bastard instead
14087,4,bad feeling respect
14088,4,feel like ve resolve thing week
14089,4,think m go care doesn t matter win t feel successful life
14090,1,expect understand feel horrible
14091,2,feel appal misused apostrophe bbc incorrect spelling itv week
14092,3,ve feel awhile look surprised look say
14093,4,begin feel ok
14094,1,don t need admit keep compare skinny japanese girl everyday street write make feel ludicrous
14095,0,actually feel distressed
14096,1,m feel bit homesick
14097,4,finally feel sure hold word
14098,4,little exciting jittery feeling day go holiday m pretty meh
14099,1,feel utterly disillusioned
14100,4,generally like blog thing day today m feel particularly generous m blogge kid day
14101,1,feel foot hurt bit maybe care rest happily strut street great city
14102,4,want feel special birthday particularly go put looooong day work
14103,1,m sure actually multiple people look crap right basically feel urge share unfortunate people probably bored work currently
14104,0,hear bring good feeling strange
14105,3,m feel overwhelmed school week hah
14106,4,feeling don t find whiskey humorous health department
14107,3,feel kind strange
14108,5,m feel soul cry ache laugh sweet melodious voice pain dear
14109,4,m feel generous old
14110,5,remind heartache m feel gentle nudge
14111,4,watch television show regularly feel like time commitment pull want entertain
14112,1,feel unwelcome m leave tonight benno finish motorcycle lesson
14113,0,m feel little shake
14114,2,m feel bit bitchy tonight
14115,4,team slouchy studded jacket pick warehouse sale feel nicely smart
14116,0,let think behaviour child feel strange mix guilt admiration resilience
14117,1,tired feel defeat
14118,5,m feel little romantic
14119,1,feel defeat
14120,1,think m royally screw head way street crazy town ve recently come realize thing past affect today don t realize don t feel damaged
14121,1,feel guilty img src http var
14122,1,wake today totally text feel pretty gloomy precious idiotic don call cheer
14123,4,not help feel somewhat special
14124,4,feel brave want try hand free motion quilting
14125,1,feel melancholy time chase away mind occupy
14126,0,wish fuck people feel insecure exist
14127,2,m feel bitchy unappreciated today
14128,4,m feel energetic morning
14129,1,feel like like fake bogart say point
14130,1,feel damage good give reality
14131,3,sure moment think able feel hellip pretty funny
14132,1,wtf feeling regretful feeling today kiss stranger
14133,3,m feel extraordinarily daze bewilder arvo particular reason muscle hurt not actually
14134,1,date right d tell girlfriend feel ignore unloved appreciated like m priority
14135,0,ve urgent feeling write tell file feel feel hesitant fear lead
14136,5,feel immensely bless choose little joey mom
14137,5,m sure bundle guy feel pretty generous time year
14138,1,hope simply transfer benedictine monastery didn t feel disillusioned walk away monastic life altogether
14139,0,arrive monastery week later feel terrified
14140,1,suddenly feel statesman feel mob press doom man feel right lynch stone mob
14141,1,feel foolish time
14142,1,contend acceptance bow culture require christian today feel shame new morality
14143,4,hope enjoy view feel free leave comment
14144,1,think good child pediatrician feel like neglectful mom
14145,4,mean take photo cube magazine school magazine video material day aaaand steal feel like show
14146,4,feel calm routine rinse wash detergent rinse outside line dry
14147,1,small history hiding feel awkward
14148,5,like croissant m feel naughty eat bowl bed lettuce leave satisfy
14149,4,wrong feel overly optimistic crossfit workout
14150,4,feel graceful today
14151,2,t imagine newly develop tendency realization thing hard year leave feel mad
14152,1,not want feel ache heart sweaty palm sleep deprive addled brain
14153,4,feel want carefree leave inside emtyness
14154,4,not feel lately
14155,1,feel labor vain don t expect result effort
14156,1,m weary feel burden definitely use rest
14157,4,feel see smell delicious
14158,1,feel regretful let mundane thing work school way
14159,1,find confused feel pain pain resign understand warm memory beautiful girl lock away ruin taint
14160,1,feel like pathetic selfish unbelievably lazy want find new job old annoy describe
14161,1,feel embarrassed injury circle horse friend support
14162,1,think tell feel moment look dumb
14163,2,basically feel bit grumpy time coz hungry
14164,2,feel mad s
14165,2,think d feel jot sympathy hussein view jump petty thug thought action administration
14166,1,feeling bit low week focus thing not right life moment request not grant
14167,5,m feel horny right
14168,5,traumatise pestilence feel delicate not cook buy expensive unhealthy convenience food supermarket order avoid starvation
14169,1,watch drama order feel like mood isolated incident
14170,2,think break good friend year bitter feel hateful
14171,1,open eye s go not help feel
14172,5,feel like delicate situation choice weekend potentially big effect life
14173,1,idea feel unimportant upset honest feeling
14174,1,not feel devastate not practical
14175,4,feel blessing thankful
14176,0,feel nervous get close
14177,5,like add slice cheese pepper egg feel naughty like add chocolate chip trail mix treat love pregnant mom crave sweet doesn t want overload sugar calorie zico coconut water chocolate
14178,4,feel special joy elevation post
14179,0,look hot leer feel like assault
14180,1,feel awkward tell feeling
14181,4,receiving end know firsthand feel plenty people stranger street convinced know mom surely know
14182,4,feel cool wing brush face walk outstretched hand
14183,1,feel vain purposeless
14184,1,love not wrong not want feel lame whilst learn
14185,2,m feel leave somewhat dissatisfied
14186,5,know feel hermione say surprisingly sympathetic voice
14187,4,not know feel joyful people go blog today see entry
14188,5,feel romantic beautiful summer day rel bookmark permalink
14189,4,generally use icon m feel playful childish fairly large percentage time
14190,5,not tell come soon feel symptom crampy tender tired etc
14191,4,m feel real casual day ill brown eyeliner instead
14192,5,di spazzola prima di andare dormire stroke brush bed not support film feel loyal novel
14193,4,relax nod feeling assure love safe pamper s long
14194,4,venture north big day m feel festive
14195,1,know desire spend life feel discontent seek solution problem
14196,0,lot uncare man life feel strange come reach weak moment
14197,3,feel like amazing x man compensate earn
14198,1,feel bit pathetic sorry
14199,4,upset day m ok cloud clear m feel positive
14200,0,think feel flush don t alarm m headache medicine cause
14201,1,feel try hurt
14202,4,feel well not little bit
14203,0,come china feel little frightened
14204,1,usually protein start feel lethargic
14205,1,feel guilty affect supply routine diligently
14206,1,body not feel deprive not deprive nutrition
14207,2,difficult time allow people nice thing feel insult like m debt
14208,1,feel horrible depressed try fake positivity
14209,4,feel california democrats little smug safely liberal district lend value add debate usually find offensive
14210,4,underline feel hear refer especially precious child feel wonderful
14211,5,feel sweet red leave
14212,0,expect feel shy s
14213,5,feel damn considerate area interpretation
14214,3,feel daze deserted
14215,1,feel disheartened today
14216,1,want feel discouraged look gain
14217,4,feel generous time answer question
14218,3,feel surprised scientist actually question weird initial condition universe fine tune special value universe flat
14219,2,feel bothered thing happen
14220,0,feel vulnerable hurt manageable
14221,4,buy egg feel adventurous get chicken oxtail
14222,4,allow people tonight feel far superior feel attractive popular able community
14223,1,brave express feeling tomoe despite reject
14224,4,feel happy receive letter tell admit university
14225,1,feel bit jaded weary world
14226,3,feel amazed know stand right jason
14227,0,guess feel insecure anxious
14228,2,feel bitter theofilou say lack support nod agreement kastrioti wait turn board
14229,4,need brush tooth take pill shower eat breakfast feel virtuous moment
14230,4,feel imprint brain vital stress college community
14231,0,m feel overwhelmed college happen semester
14232,4,feel privileged select fund receive support
14233,1,wish not feel way wear heart sleeve believe thing not vain believe true
14234,1,panicked didn t feel nail break impenetrable wall ice leave red crescent blood well sensitive skin
14235,4,feel relieved d happy quickly finish small scissor fob
14236,2,m totally feel bitchy resentful
14237,1,feel awkward grown child time try place shoe realize child matter age
14238,0,wasn t feel reluctant spend money don t ipad x price way question
14239,0,know believe feel hesitant old say believe god crazy
14240,2,feel bit selfish
14241,2,feel bother fact give chance don t bit appreciation utter gratefulness downright soul
14242,1,feel like ache summer come slip away fast not
14243,2,not feel angry not feel bitter feel
14244,1,feel discouraged little sad cause havet long term relationship
14245,1,feel dirty
14246,1,feel ugly smile look eye know love love
14247,4,feel contented happy see
14248,0,feel warmth strange stillness comfort
14249,5,feel hate love care
14250,1,day prefer submissive simple life feel day submissive good happy year have
14251,1,m feel dull bored
14252,1,worried start feel pretty dumb know basic
14253,0,feel like lot people intimidate false lash like largely unnecessary process makeup routine
14254,0,go able sleep know end thing go talk make angry feel horribly neurotic immature get upset gloss bit
14255,1,m feel particularly melancholy talk place peace
14256,4,feel delighted showcase journey
14257,4,frustrate fact don t feel appreciative hand ve deal people love life
14258,2,sit dark room minute try figure feel offended heed advice
14259,1,feel fake share joyful creative pursuit family
14260,5,feel like mean partner supportive lend hand heart resent feeling
14261,4,haven t feel real life feeling come successful adventure etc
14262,0,burst feeling shake pretty sure d hit bird
14263,1,like good challenge expense feel humiliate
14264,0,spend obsess decision feel anxious
14265,5,guy m actually feel hilariously fond
14266,1,feel horrible accomplish
14267,1,m contagious desperately want cuddle d feel rotten let selfish physical want sick
14268,4,feel julia hesitate wasn t convince talk woman
14269,1,feel ugly disgusted like pig
14270,4,wound lodge oesophagus didn t feel pleasant lightly
14271,4,don t feel lack respect love space hard partying personally comfortable
14272,5,feel blessed
14273,4,feel clever point drop wine
14274,1,know feeling kinda numb pathetic sorrow useless thing call love
14275,4,feel pretty fabulous mean pain past day
14276,1,love feeling ache oh insipid thing call side calf muscle love fantasy day soon feature sport illustrate swimsuit model year maybe special issue baby boomer
14277,0,feel like m strange place life care care
14278,1,end feeling devastate bear social monster
14279,4,feel like butt thank gracious
14280,4,feel triumphant think fleeting moment enjoy power motherhood
14281,2,not sleep read happy post past picnic day happy m like james happy love repeat soon feel jealous
14282,2,feel resentful irritable
14283,2,didn t want send crap d feel insult win embarrass like oregon
14284,0,toss turn feel anxious fact work felt need
14285,2,feel completely irritated right idea maybe usually get home school hour god awful video impose time
14286,4,m feel good know m get strong wake early work hard morning
14287,3,spend time school yesterday talk folk snap pic daughter delight day school fun come away feel impressed happy tell truth usual feeling place
14288,1,feel disappointed
14289,1,m begin feel isolated work place not attribute blame
14290,2,hope condescend attitude allow present feel offend remember sunlight affect plant growth
14291,4,dream good feeling fantastic feeling able
14292,0,feel nervous try new lesson horse shy
14293,2,feel like trust see understand woman bitchy want deal shit
14294,1,feel dirty unamerican french
14295,4,feel like detention school couple day ok
14296,2,m good hide true feeling blurt sarcastic tone
14297,1,think feel little ashamed ve blogge regularly year not struggle
14298,4,feeling confidence far pleasant alternative certainly increase confidence feel action
14299,0,know certain aspect personality attitude improve impression everything fine feel absolutely assault statement co worker complain
14300,2,ve feel bother lately
14301,0,feel insecure figt
14302,2,try force m feel irritable withdraw quiet time
14303,4,feel song delighted emergence
14304,0,m feel intimidate feel like actually
14305,2,feel irritated lot
14306,4,runner probably feel far safe title
14307,2,hurt feeling selfish
14308,2,get feeling get feeling away becuz m cuz m dangerous oh m badman ah
14309,2,feel rude go bathroom s
14310,2,remember cammie couple month old look sweet innocent face sob think go school thought hurt feeling unkind unfair thought teacher mean love
14311,0,combine flat tire head wound headless bird m feel little paranoid
14312,4,feel student successful classroom
14313,4,feel privileged share love lovely student
14314,3,feel hit strange foggy wall
14315,1,don t know feel dishearten league draw mark tightly contest competitive organization important result
14316,0,think certain person sleep end have strange dream wake dream feel shake stun
14317,4,wish feel assured decision thought perception hellip come shoot
14318,1,feel horrible want cry
14319,1,feel perverse
14320,1,feel shrink feel horrible
14321,4,feel invigorated caffeine free
14322,1,feel kinda sad authority figure eventually scene squeeze risky fun play time
14323,1,find buy react conflict modern life feel jaded
14324,4,dunno describe great feel swear ve giggly day
14325,2,feel m bother
14326,2,irritable go have million idea feel like bother feel inspire feel obligated
14327,4,feel like m go way successful writer
14328,0,like feeling scared jump seat grab arm preferably male companion
14329,5,feel naughty wicked today
14330,1,m feel little disheartened
14331,4,feel trust god vary enormously
14332,4,feel like s useful fun replace exotic icon destroyer
14333,2,feel heartless cold bitch
14334,1,feel look little awkward
14335,4,supermarket feel tomato hope life imitate art cute guy ask
14336,0,ve feel bit pressured s little time leave book
14337,0,feel anxious time fact
14338,4,feel pretty virtuous actually
14339,1,enjoy time fourth july pass reminisce nyc home feel bit homesick
14340,1,not spot make feel awkward
14341,2,personally feel little offended millennia brainstorm particular vice
14342,4,win unexpected sum money
14343,5,mean fuck feel like way considerate customer concern appearance sanitiation snoozel pm fine
14344,2,not feel mad god angry allow happen sad
14345,1,tend pretend understand say not fully understand not want feel embarrassed like m know
14346,3,wince say feel funny
14347,4,want feel carefree day
14348,4,feel like finally enter accept ve enter mother life
14349,1,feel humiliate annoying little college student take cause pester
14350,1,leave feel completely disillusioned little cautious contractual interaction vietnamese people
14351,1,confession feel rotten
14352,2,m feel bit greedy
14353,1,feel bare soul friend s well understand unbreakable barrier
14354,4,feel virtuous writin morning journal like jane austen novel aid fact mr gs computer kinda
14355,1,spend pregnancy feel like listless slug
14356,4,buy stuff feel clothe casual
14357,2,feel petty immature not want cheat greg end break fight stupid little thing
14358,4,feel pretty lucky able experience way
14359,4,feel lucky simply know life proud dad
14360,2,feel effect attitude feel bitter angry
14361,4,hardly feel leg eager stuffy plane quickly custom
14362,4,feel incredibly thankful family
14363,1,feel word dirty word sexual intercourse wrongly
14364,1,feel little groggy morning mention headache
14365,4,feel thrilled regretful alarm change firefly dwindle black speak b
14366,2,feel grumpy irritated
14367,4,feel arsenal clearly superior
14368,5,feel fucking horny
14369,0,m feel little shaky write post
14370,3,feel need amazed quality presentation resource mack michael put forward
14371,1,m tired feel hopeless
14372,5,definitely want include revamp definition strength impulse nurture sense resonate feeling like sympathetic string way ve able let life emotional
14373,3,spend hour set feel amazing
14374,1,drop people problem certainly assert child ask nik leave early easy day m feel weepy want hug
14375,2,feel rebellious
14376,0,feel like look little suspicious home not meet
14377,0,feel bit torture right
14378,2,feel like day blur run irritated son pertain make dinn
14379,2,hate feel like m get mad reason feel lonely
14380,4,feel intensely intelligent dog socializing need
14381,2,feel frustrated tired today
14382,2,m feel slightly irritable generally level head actually bad mood
14383,5,feel delicate
14384,0,feel bit timid blog know classmate complete stranger able read
14385,5,receive lousy result slip ve decide retain bad month school friend class friend life easy school feel accept class
14386,4,feel jolly time hunt england like roam england look pretty door old pub talk british accent card tickle fancy
14387,2,sort tunnel vision heart rate increase not feel arm leg not hear thing dangerous effect mean not hear stop whistle injure opponent lead tournament disqualification fine
14388,4,m feel particularly carefree hawaiian bbq chicken pizza chicken bbq sauce pineapple onion
14389,2,feel possibility laugh feel disgusted easy express feeling story boyfriend
14390,4,speak know feel successful prettiest version walk starbuck red cup holiday cup hand
14391,1,feel move slow generally lethargic ride trail
14392,3,feel impressed talk old child vision family enlist aid accomplish
14393,0,wonder pick stress m feel m try feed terrified getting bite s feed
14394,4,feel effect marathon sex julie look amazing
14395,4,feel confident ve time possible win decision hand
14396,1,m feel miserable serioulsy
14397,1,feel humiliated spend day plan beautiful wedding call texte take girl fuck
14398,2,like move long lead time feel rush
14399,4,go jreyez not feel like go jenny convince time amp persuasion decide lol
14400,5,realize live life love ppl hate cause alll change veryy tough ppl get feel tender touch life
14401,1,feel pathetic not feel way
14402,1,feel hopeless know t control people s desire want know way soul burn know
14403,1,m feel oddly sentimental today
14404,4,feel invigorated jolly
14405,0,feel restless step kitchen whip crunchy sweet treat
14406,4,feel proud girl accomplishment morning
14407,0,normally well avoid expensive pre package product waitrose feel bit shake parking issue buy extra bit calm nerve
14408,2,feel spiteful bring see hurt face
14409,5,think feel passionate stop
14410,0,get result test school
14411,2,feel like cranky old man say go
14412,4,absolutely exercise stick literally sit feel need support thought
14413,1,feel isolated far north scotland social medium internet encompass link easy chance live discussion participate relevant cut edge debate change happen amazing
14414,4,feel free well href http
14415,5,feel strongly tell love one
14416,4,feel worthwhile love daddy let feed breakfast snuggle chair spencer play walk officially grandparent arm smile face
14417,0,hate ask feel reluctant try kiss
14418,1,fortunate feel pain suffer endure
14419,4,long shimmer fan mean like subtle shimmer kind like scary shimmer feel like eye super obvious scary looking
14420,1,know feel discouraged cynical
14421,4,feel determined educate self breast exam yearly check up save life
14422,4,feeling girl cry hollyoak picture cute puppy
14423,4,feel fine feel consistent delivery throw strike liriano say
14424,4,feel lucky feel
14425,4,definitely write transition right feel positive
14426,4,think s insensitive feeling glad m shoe
14427,4,solo flight ardmore kaikohe get pilot licence remember gorgeous day natural high
14428,5,compare year ago long feel accept matter
14429,1,feel totally awful end go nightmarish surgery feel good corner
14430,2,constantly feel lie wrong love people death
14431,4,feel like s possibility statement like support interest problematic
14432,1,find consolation beauty small thing feel stupid try
14433,4,feel somewhat successful peek service time
14434,5,offer feel love
14435,1,suppose fairly normal feel doom life shit
14436,4,feel inspire experience sort heightened situation
14437,1,feel doom repeat endlessly life
14438,4,m feel happy thankful today
14439,1,bunch friend m grateful squad mate teammate s bunch people feel worthless try force conversation like force word
14440,2,intend develop feeling albeit riku stubborn oppose open book plot ish issue
14441,0,feel like m sink feel helpless make frustrated
14442,3,fight feel overwhelmed
14443,1,feel depressed short temper day
14444,1,feel useless stupid
14445,1,feel humiliated turn
14446,1,feel kind thing feeling
14447,4,feel cool sand
14448,0,feel tell guess scared not get loose
14449,1,feel sad today like legitimately bum
14450,5,m feel passionate
14451,4,wait hold precious boy arm feel sweet skin birth rub soft hair look beautiful eye god plan
14452,1,feel suffer related factor treatment acne likely remove scar leave prove diet extract
14453,1,gay begin feel disturbed embarrassed
14454,4,feel like m glad
14455,2,feel distracted people think m overreact
14456,3,feel curious subject matter
14457,2,junior doctor return work bunk
14458,1,watch snow man feel get weepy
14459,5,remember pat head ahaha lt feel like puppy guy like kindaish pat head guess s good sign harry like pat head maybe think hair soft sighhh
14460,5,ill happy money feel generous
14461,5,present manage find clean hair leave feel lovely win t irritate skin
14462,5,not know go home later experiment feel accept experiment learn new feeling feeling greed
14463,0,feel afraid voice m guest
14464,5,realize passionate help woman feel accept appreciate
14465,4,sure nervous time ahead today feel hopeful m go enjoy feeling long stick
14466,1,stop feel lousy
14467,3,know playwright robert reid socially feel bit weird critical work m kinda sorta friend
14468,1,feel gloomy depress calculated cast cloud rainy day
14469,1,feel fake hellip b c real person feel real emotion s t
14470,4,feel like vital someday list active
14471,1,forgive accept allow feel humiliate reject choose
14472,0,not help feel little bit agitated
14473,4,finish lesson happy feel good feel worth
14474,4,feel energetic cook special decide prepare dish posto day simply not remain mood cooking look posto
14475,1,feel troubled
14476,1,feel stupid realize go soon
14477,4,feel kind sincere connection talk m work
14478,2,know mom s look facebook profile feel envious fun have friend carefree state life responsible pick time away weekend
14479,1,m feel jaded
14480,4,ve wake automatically think portugu s lately feel fantastic
14481,4,feel accept know exception rule like belong
14482,4,feel artistic href http boredwithquinn
14483,0,feel threaten world
14484,0,start feel like wimpy popeye cartoon
14485,0,not explain difficult tear away love feel doubtful
14486,4,m super pump cross nano finish line novel far finish m feel optimistic
14487,4,feel pretty passionate help people
14488,4,feel value patient
14489,0,feel scared father suddenly open door
14490,1,feel sad levi certainly will not want run race typical peer s way hell win
14491,1,feel like fact abuse
14492,1,don t feel awful exhaust
14493,4,say m beat feel creative hell day
14494,2,find know take test
14495,5,completely naked feel horny
14496,4,feel near flawless film
14497,2,feel heart tread dangerous territory
14498,4,generally use practice shoe party m feel casual
14499,1,feel ungrateful thing regularly sin daily everyday living
14500,5,able appointment osteopath freak awesome feel like care boulder stomach
14501,4,m tired heavy time familiar feeling pleasant
14502,1,find people feel terrible life
14503,5,mean people discuss thing feel passionate
14504,1,suppose strong feel inhibited
14505,5,m feel far think like film well
14506,0,feel uptight know hate constantly try catch glimpse tv window listen
14507,2,horrible articulate feeling particularly verbally not remember incident mad
14508,1,sure hope feel isolated contact home
14509,1,mistake cringe feel idiotic fill self loathing
14510,1,feel like fake fraud hypocrite
14511,1,hate make feel unimportant
14512,1,definitely see feel blessing heavenly father especially day thing feel gloomy lonely mike away work hard future
14513,1,feel fake
14514,1,italy feel useless possibly feel need occupy time crazy
14515,2,feel like rude place long not snappy right ask touch
14516,1,good sleep believe wake feel groggy sort
14517,4,m feel right ill write day
14518,4,feel adventurous ill definitely visit bayou swamp area enjoy beautiful cypress tree wildlife
14519,1,feel bit lose today
14520,1,feel homesick
14521,0,currently feel like crap face work lest suspicious ringing sick day holiday
14522,0,feel torture
14523,4,describe wonderful close eye remember cool feel mouth rich creaminess lightness
14524,4,feel like time come fearless rescue master
14525,2,m feel angry kind sad tired bored today
14526,4,m feel hopeful grateful
14527,5,good feel passionate student graduate year boat happen
14528,4,dread end leave feel positive
14529,4,woman sit table starbuck restaurant m feel playful t come observation s base moment ll sit
14530,1,speak lot feel discontent life
14531,1,feel kinda disappointed actually silently wish unpave
14532,4,wake feel fabulous m sure half stem fact ill finish undergraduate study week
14533,4,start feel job worthwhile
14534,2,write entry humanly possible day feel dissatisfied write want fact complain time lonely
14535,1,feel bad list movie becasue like
14536,1,ticket stub go way m feel kinda sentimental open box ticket stub remind good time ve stadium country
14537,1,feel burden day challenge
14538,1,feel like unhappy miss baby quit
14539,1,feel gloomy
14540,0,currently t right feel indecisive tie school writing assignment
14541,1,read listen music thing feel unhappy
14542,4,feel adventurous age
14543,1,tired tired feel beat
14544,1,know ken m feel inadequate wrong
14545,0,feel reluctant leave like help repay goodness
14546,1,feel break plane ill aware use faith wish go
14547,0,feel like get apprehensive reason
14548,1,feel like pay fee broke heart
14549,4,feeling shailene perfect
14550,1,time feel utterly useless undeserving magnificent woman life
14551,1,think ok thing cry feel sorry shame
14552,1,struggle feel low amp agitated
14553,0,guess good friend allow life feel distressed confused
14554,0,don t spew desperation situation feel uncertain
14555,2,ask wife annulment case feel irritated keep tell process
14556,0,m try intuitive make feel sort confused nauseous
14557,0,m skincare review actually feel reluctant review sectret key snail egf repair gel cream stop switch second jar href http sparkleapple
14558,4,need feel like people love m convinced believe people capacity
14559,2,haven t able shake akward unusual feeling feel irritable space time feel like surge computer
14560,1,feel hopeless m m scared
14561,2,don t know feeling powerlessness control send mad tizzy haagen dazs
14562,4,feel honoured team jim meet year ago
14563,2,m feel hateful fandom
14564,1,good idea post feel low write
14565,4,think freedom have plan person time feel content
14566,5,self center statement feeling look sympathetic ear listen
14567,4,feel pretty crampy
14568,4,spontaneously come new tune take solo feel creative flow go know go play surprising answer indisputably
14569,1,ask situation fix not feel like hate lack posting facebook page
14570,1,slap feeling dumb
14571,4,think whimsical pop art feel place appeal artistic sensibility
14572,1,feel unwelcome uncomfortable oh time pull doorknob right clo door
14573,1,personally feel lethargic energy
14574,2,bring privately couple week ago feel target feel frustrated belittle
14575,1,feel like deserve punish thing instantly forgive stranger
14576,1,feel foolish ashamed
14577,2,growl begin feel extremely annoyed
14578,2,walk feel piss world lately
14579,4,feel hopeful fall pregnant soon wait day come
14580,2,build angie m feel profoundly betray angry
14581,1,feel kind dirty good dirty src http nevercontrary
14582,0,m feel weird
14583,2,ve take stop bleeding gut leave feel far irritable violent usual
14584,0,feel like earthquake shake foundation life work
14585,1,feel leave entirely smack bit promotion self congratulation find real meat information precious information
14586,2,feel bothered
14587,4,love cuddle feel safe protect
14588,1,need know pain feel vain well bright day future
14589,0,don t know feel confused
14590,1,feel submissive
14591,1,start feel muscle ache break cold sweat
14592,4,pray look phone time feel anxiety level get superior
14593,3,feel amazing like wonder woman rarely handle
14594,1,not know m bother homework feeling vain
14595,0,spend week feel sort uncertain
14596,0,m feel frantic ve sleep
14597,3,m feel little lot m constantly surprised little kick
14598,1,kind feel like m lose lame
14599,4,know crappy day didn t feel productive feel lousy sleepy evening
14600,1,feel pretty rotten jake take street hot rod mongoose jordan strike try chase like orphan straight href http en
14601,1,feel unwelcome
14602,4,writer spend year point feeling like publish work accept reader truly accomplish goal
14603,4,enjoy tai chi weapon feel flowy elegant
14604,1,idea feel lethargic yesterday probably get bit dehydrate
14605,0,hasan man make feel shy retiring modest s true s english word schadenfreude
14606,0,m people watcher voyeur feel kinda weird walk take street shot
14607,0,see neurosurgeon document conversation safety patient relationship feel threatened
14608,0,feel kind ick figure nerve feel anxious
14609,5,feel handle okay class begin feel like instead care subject matter turn fight grade
14610,4,feel privileged real intense time
14611,3,feel lil overwhelmed
14612,1,cry lot feel kind depressed
14613,4,feel far considerate sensitive approach employer
14614,2,sudden feeling completely annoyed
14615,1,feel kinda lame
14616,1,finish book feel gloomy emo personality apparently rub
14617,1,feel
14618,2,ve hear choose feauture play eye lip tone feauture love rule feel envious selena soo pretty lovely dark hair great eye wear wide colour range
14619,1,forget not matter happen hesitate feel ashamed come allah foot
14620,2,feel bother spy wasn t
14621,1,feel punish
14622,4,m feel festive
14623,4,feel superior case
14624,1,want final feel abuse writer fake rupture reader writer relationship
14625,4,happy report able mile minimal pain ice m feel ok
14626,1,feel like abuse puppy dog
14627,1,m feel stupid bit panicky phone doctor straight away
14628,4,think m entitled feel little triumphant
14629,4,ride make feel peaceful alive
14630,1,feel repressed
14631,4,return home feeling determined disturbed disgusted devote
14632,4,run feel m glad didn t look probably freak happen little later race
14633,4,officially feel festive
14634,0,feel pretty weird blogging deodorant m bit deodorant snob find hard find good
14635,1,not help feel burdened
14636,4,feel blessed mom dad
14637,4,tell feeling skid pleasant
14638,5,selfish feel like try horny redundant horny feel like try hard horny
14639,4,not care churchy cheesy sound right truth feel heart m convinced not stuff
14640,2,control people feel wrong try good fix people not happy
14641,4,don t feel information people like encourage prove university way successful
14642,4,feel m innocent respect
14643,2,imagine achieve feel desire reach greedy hand caretaker sand hourglass
14644,1,feel lethargic get pressure eye rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing not help make bad m try calm
14645,4,didn t know ill people nowadays m glad know people similar position people truly feel wonderful thing
14646,4,don t know feel feel place think work sincere gen xer
14647,2,worry time ve spend computer feel distracted party
14648,1,m actually go try month lot mind june think lead feel bit lethargic finger cross ill well time
14649,2,m feel annoyed
14650,2,feel irritable
14651,3,feel overwhelmed
14652,1,stay let feel little melancholy
14653,1,feel bit crappy bad week ago
14654,1,feel disillusioned hope
14655,1,try go raw vegan week feel awful
14656,2,feel pissed fact talented creative designer
14657,4,mean feel happiness self worth determine largely course true
14658,0,feel like go far feel like world shake day
14659,1,feel little awkward see folk
14660,2,way work fantasy novel feel frustrated
14661,2,feel selfish self indulgent
14662,1,tell feel lethargic tired thing like waste time facebook need eat blah blah blah
14663,1,toe start feel kind numb
14664,4,pair heeled shoe hardly wear love look heel feel elegant not bear thought able relax wear
14665,1,feel remorseful ask forgiveness know ve wrong
14666,4,feel generous prize finalist
14667,4,feel sweet sense optimism touch anxiety come day
14668,0,feel strange put review post ill brief
14669,4,feel satisfied detail small part
14670,5,feel treasured
14671,1,feel like run expend idiotic energy iv decide homework instead store energy social event m go evening
14672,1,temper parent feel regretful hurt
14673,2,listen roommate boast new clothe
14674,0,feel like reluctant queen task rule nation miscreant exactly like
14675,2,go cry point feel lump throat manage stop distracted thought get vow right
14676,1,feel lousy diagnostician
14677,4,field feel adventurous usual right wood near home
14678,5,lauper s start line time time sing go memory lane feel nostalgic
14679,2,feel like violent war go stomach
14680,4,hate feel useful
14681,1,hate feel unhappy emotion
14682,1,feel like m punish
14683,4,feel perfect comment img src http sadlovequotesforhim
14684,3,not feel amazed
14685,0,feel little skeptical get lose
14686,4,feel energise invigorated alive
14687,4,not tell time wake feel like sleep
14688,1,love life nathan love shit travis feel hardly m sit feel doom find spark
14689,0,feel like frightened little child know
